2009-76,09,18,19,25,28,31,06
2009-77,01,09,14,16,28,32,16
2009-78,05,07,12,14,15,20,13
2009-79,02,09,16,21,30,31,13
2009-80,01,11,13,25,32,33,06
2009-81,04,05,06,25,29,30,03
2009-82,11,15,18,21,27,29,02
2009-83,02,08,12,18,24,28,04
2009-84,04,09,11,20,32,33,13
2009-85,04,08,12,17,20,30,03
2009-86,11,12,13,18,23,32,11
2009-87,06,11,13,20,28,32,06
2009-88,04,07,11,15,16,17,02
2009-89,02,03,07,11,19,32,04
2009-90,07,09,14,20,23,30,14
2009-91,03,08,11,14,25,29,04
2009-92,02,06,07,14,18,31,08
2009-93,01,11,20,31,32,33,01
2009-94,03,16,22,25,26,33,14
2009-95,08,09,14,28,31,33,15
2009-96,01,26,27,31,32,33,03
2009-97,07,13,24,26,28,32,14
2009-98,03,14,15,20,23,30,02
2009-99,08,09,18,20,25,29,09
2009-100,02,11,17,27,30,33,11
2009-101,01,02,05,10,19,24,14
2009-102,03,05,07,08,14,31,10
2009-103,06,11,17,20,23,24,09
2009-104,20,22,26,29,30,32,16
2009-105,02,08,10,16,27,30,15
2009-106,01,02,15,18,20,29,04
2009-107,07,08,20,23,28,29,05
2009-108,04,10,17,28,32,33,02
2009-109,05,06,07,14,25,28,01
2009-110,04,10,13,15,19,30,14
2009-111,02,04,07,14,15,25,15
2009-112,06,07,18,24,30,32,09
2009-113,04,12,20,25,28,29,16
2009-114,03,05,11,12,31,32,11
2009-115,02,09,13,15,19,24,03
2009-116,05,17,21,25,27,32,14
2009-117,05,09,15,21,26,31,13
2009-118,12,16,25,26,27,31,05
2009-119,06,07,10,12,15,21,05
2009-120,01,02,08,12,16,30,16
2009-121,02,04,06,10,25,30,09
2009-122,07,14,16,27,29,32,01
2009-123,09,13,20,22,25,28,14
2009-124,03,04,22,23,28,30,10
2009-125,06,07,08,22,26,27,12
2009-126,03,05,06,10,19,23,15
2009-127,02,11,12,14,15,16,04
2009-128,05,08,15,16,26,32,01
2009-129,06,07,16,17,24,25,07
2009-130,02,03,07,12,13,30,11
2009-131,16,23,25,26,32,33,05
2009-132,04,14,15,21,23,30,07
2009-133,05,09,13,18,20,32,01
2009-134,03,05,12,15,28,33,06
2009-135,01,03,14,19,30,33,16
2009-136,01,04,14,22,30,33,01
2009-137,08,12,14,15,17,21,01
2009-138,04,07,14,26,32,33,14
2009-139,01,05,15,17,27,29,02
2009-140,04,05,11,18,22,33,12
2009-141,02,13,21,28,29,31,09
2009-142,07,11,15,19,20,24,13
2009-143,05,09,11,17,23,28,10
2009-144,01,05,10,17,18,29,12
2009-145,03,05,11,15,26,33,11
2009-146,03,09,16,20,22,33,15
2009-147,06,08,10,18,22,32,16
2009-148,06,12,15,22,29,32,10
2009-149,01,03,16,18,22,29,04
2009-150,04,06,07,16,19,20,04
2009-151,06,08,10,16,25,30,14
2009-152,03,04,19,21,27,28,05
2009-153,06,07,08,20,21,25,10
2009-154,01,07,12,14,18,25,16
2010-1,07,17,18,27,29,32,13
2010-2,03,06,07,23,30,33,13
2010-3,14,22,26,27,28,31,04
2010-4,01,12,13,16,23,28,07
2010-5,03,05,06,08,17,18,14
2010-6,03,05,07,13,14,18,05
2010-7,14,22,27,28,30,33,14
2010-8,05,07,13,15,18,30,14
2010-9,01,09,13,21,24,32,06
2010-10,07,08,12,15,22,26,08
2010-11,07,08,14,22,24,30,07
2010-12,02,08,13,14,25,33,10
2010-13,01,02,03,16,18,23,12
2010-14,01,03,07,14,26,28,02
2010-15,01,04,16,21,23,28,06
2010-16,02,08,10,12,30,33,16
2010-17,01,03,06,11,12,23,11
2010-18,11,28,29,30,32,33,02
2010-19,02,10,22,24,26,27,06
2010-20,05,06,14,22,24,26,09
2010-21,02,09,16,17,19,25,04
2010-22,01,02,18,29,31,32,02
2010-23,02,09,11,22,24,27,11
2010-24,07,16,26,27,29,31,14
2010-25,04,05,07,10,13,25,11
2010-26,02,04,05,08,19,22,12
2010-27,03,04,15,25,26,30,13
2010-28,01,03,06,12,16,32,12
2010-29,01,05,14,16,17,22,03
2010-30,03,06,10,16,25,31,05
2010-31,05,07,13,24,25,28,04
2010-32,08,18,21,28,29,33,08
2010-33,08,10,11,12,25,29,09
2010-34,06,11,13,22,25,32,12
2010-35,09,10,11,18,19,21,10
2010-36,06,13,14,28,29,30,08
2010-37,03,16,19,21,24,26,06
2010-38,01,06,07,11,13,16,01
2010-39,08,17,21,23,25,32,12
2010-40,12,19,24,25,30,32,11
2010-41,03,05,13,19,25,29,12
2010-42,03,06,11,20,31,32,10
2010-43,04,10,19,22,28,33,04
2010-44,03,09,21,23,27,31,05
2010-45,02,03,04,13,20,29,01
2010-46,11,12,21,23,27,32,05
2010-47,03,10,13,20,21,32,15
2010-48,01,06,08,10,23,33,02
2010-49,01,06,10,26,27,28,02
2010-50,07,21,22,26,28,30,11
2010-51,04,17,23,27,28,32,03
2010-52,01,02,19,23,27,29,10
2010-53,03,22,24,27,28,30,14
2010-54,01,06,08,12,14,25,06
2010-55,02,03,13,19,20,23,08
2010-56,01,02,03,08,13,32,07
2010-57,05,11,12,19,25,32,05
2010-58,01,04,11,17,19,29,12
2010-59,01,09,11,12,18,30,10
2010-60,01,08,15,18,22,27,09
2010-61,02,04,16,19,22,26,12
2010-62,11,13,15,20,31,33,03
2010-63,02,06,10,17,23,24,03
2010-64,08,14,25,26,30,31,11
2010-65,02,07,08,17,30,32,12
2010-66,01,03,21,22,31,32,07
2010-67,01,07,10,14,21,25,01
2010-68,03,13,18,20,23,28,13
2010-69,12,14,20,22,24,32,11
2010-70,08,13,23,27,31,33,07
2010-71,05,13,14,17,20,26,01
2010-72,06,08,22,23,30,31,01
2010-73,01,16,20,23,27,31,02
2010-74,02,10,17,18,19,29,15
2010-75,05,09,12,13,15,22,14
2010-76,01,12,14,29,31,32,15
2010-77,02,08,14,20,21,24,09
2010-78,01,03,09,11,17,23,12
2010-79,08,11,12,14,18,22,02
2010-80,08,10,13,14,16,23,16
2010-81,02,03,09,24,26,27,05
2010-82,01,08,13,14,27,31,02
2010-83,02,20,21,22,23,31,12
2010-84,02,10,14,18,20,30,03
2010-85,01,08,12,13,24,27,08
2010-86,05,21,28,29,30,31,08
2010-87,01,08,16,17,25,30,10
2010-88,05,06,15,23,27,30,12
2010-89,07,08,09,16,23,26,01
2010-90,01,06,10,15,25,31,14
2010-91,06,13,16,20,22,24,16
2010-92,03,13,19,27,28,30,02
2010-93,09,10,19,28,32,33,06
2010-94,03,05,07,27,31,32,10
2010-95,09,11,16,17,25,27,14
2010-96,07,12,21,23,24,28,03
2010-97,10,16,18,21,24,26,01
2010-98,01,03,08,16,29,33,07
2010-99,03,04,17,24,27,30,06
2010-100,01,06,12,22,23,26,08
2010-101,04,09,18,21,25,26,06
2010-102,04,11,16,20,22,29,10
2010-103,06,09,14,17,20,33,09
2010-104,07,17,23,24,27,32,02
2010-105,01,08,09,19,21,31,11
2010-106,02,06,08,15,26,29,16
2010-107,08,12,15,17,22,33,16
2010-108,02,04,08,20,23,24,07
2010-109,04,15,18,25,29,32,15
2010-110,01,03,12,24,26,27,01
2010-111,04,07,08,13,17,18,10
2010-112,01,08,18,24,29,30,16
2010-113,05,10,15,18,20,28,10
2010-114,01,08,11,15,17,25,01
2010-115,01,22,24,25,29,33,15
2010-116,05,09,10,20,22,26,07
2010-117,01,08,20,22,24,28,01
2010-118,05,08,11,13,15,25,05
2010-119,07,17,25,27,30,31,09
2010-120,01,02,05,06,10,29,16
2010-121,08,11,13,18,25,30,15
2010-122,02,09,12,16,25,27,06
2010-123,06,12,15,18,29,32,10
2010-124,02,06,08,11,12,25,02
2010-125,06,07,13,23,28,29,09
2010-126,03,13,18,20,27,28,05
2010-127,01,04,08,17,25,33,01
2010-128,04,11,19,20,24,28,12
2010-129,04,08,14,25,28,32,16
2010-130,01,02,07,15,21,31,16
2010-131,05,06,15,16,19,26,06
2010-132,02,10,12,18,24,33,15
2010-133,03,09,17,21,26,32,01
2010-134,09,15,16,22,27,28,06
2010-135,04,10,13,25,26,30,10
2010-136,04,10,23,24,26,33,10
2010-137,07,09,10,13,19,33,06
2010-138,01,21,23,24,26,30,05
2010-139,11,13,18,20,26,31,09
2010-140,01,12,13,18,26,29,15
2010-141,02,03,07,18,23,27,06
2010-142,02,16,18,23,26,27,10
2010-143,09,16,18,26,30,31,14
2010-144,02,03,08,15,19,21,11
2010-145,03,21,24,27,28,31,08
2010-146,01,17,18,22,25,32,01
2010-147,02,08,15,18,24,30,03
2010-148,01,03,07,18,23,27,12
2010-149,02,07,08,16,25,30,09
2010-150,02,17,18,23,29,30,06
2010-151,02,13,14,17,19,26,14
2010-152,04,09,17,21,25,31,01
2010-153,03,06,12,19,30,31,13
2011-1,03,09,20,24,26,32,10
2011-2,06,08,12,17,28,33,05
2011-3,13,14,21,22,23,27,04
2011-4,04,06,08,10,13,26,05
2011-5,06,09,12,14,20,22,13
2011-6,01,03,05,13,16,18,05
2011-7,01,09,17,24,26,31,05
2011-8,10,12,13,17,24,31,15
2011-9,17,18,23,24,25,26,04
2011-10,01,04,05,09,15,19,13
2011-11,01,12,18,19,21,24,10
2011-12,07,08,11,13,15,26,13
2011-13,01,03,13,16,21,22,08
2011-14,05,07,10,11,23,26,16
2011-15,03,06,13,26,27,29,07
2011-16,03,04,16,17,22,29,13
2011-17,02,06,15,23,26,33,08
2011-18,13,15,18,28,30,33,01
2011-19,02,04,12,19,32,33,16
2011-20,12,16,17,19,24,30,05
2011-21,01,02,14,18,25,31,08
2011-22,02,07,14,16,17,21,05
2011-23,02,03,06,21,22,25,05
2011-24,05,07,10,19,26,31,14
2011-25,08,25,26,31,32,33,09
2011-26,07,08,17,19,21,26,12
2011-27,13,18,21,22,25,26,01
2011-28,01,04,05,14,16,17,01
2011-29,01,04,09,10,20,31,07
2011-30,02,09,19,24,25,33,10
2011-31,16,17,24,28,29,32,12
2011-32,03,05,07,13,14,15,15
2011-33,02,08,12,13,19,29,04
2011-34,13,14,17,19,24,31,08
2011-35,13,14,18,20,27,31,02
2011-36,02,11,20,22,24,31,05
2011-37,01,03,04,06,17,25,11
2011-38,02,14,15,19,23,24,12
2011-39,03,07,10,16,24,29,13
2011-40,05,11,14,24,26,28,13
2011-41,04,10,12,13,30,32,13
2011-42,05,13,15,17,19,21,15
2011-43,04,13,14,17,25,31,04
2011-44,03,14,16,26,27,31,09
2011-45,02,16,17,20,26,32,08
2011-46,09,17,18,26,29,30,08
2011-47,04,13,23,25,27,33,14
2011-48,10,14,18,25,26,27,15
2011-49,01,11,17,18,27,31,14
2011-50,04,05,19,22,28,29,15
2011-51,01,07,11,14,15,16,14
2011-52,04,05,08,19,27,28,08
2011-53,03,06,10,12,22,30,15
2011-54,08,11,16,17,22,33,08
2011-55,08,13,16,17,29,32,16
2011-56,13,16,19,20,23,25,10
2011-57,04,06,20,21,26,33,02
2011-58,07,18,22,30,32,33,06
2011-59,24,26,27,29,31,33,16
2011-60,10,11,13,21,27,31,01
2011-61,02,03,08,13,19,21,03
2011-62,04,08,09,10,29,30,03
2011-63,04,06,13,15,18,19,05
2011-64,03,06,07,29,30,33,02
2011-65,04,16,23,25,27,29,03
2011-66,04,06,14,17,30,32,12
2011-67,17,19,20,24,25,27,12
2011-68,03,07,10,15,19,24,10
2011-69,02,13,16,18,24,30,12
2011-70,01,03,05,12,21,28,12
2011-71,01,02,15,22,28,30,02
2011-72,01,06,10,11,18,27,12
2011-73,03,04,05,12,17,21,14
2011-74,02,21,26,28,29,32,01
2011-75,07,09,10,12,31,32,13
2011-76,06,19,21,26,32,33,13
2011-77,01,07,08,15,26,29,10
2011-78,03,05,13,20,22,29,09
2011-79,03,14,15,16,24,29,05
2011-80,02,07,09,25,31,32,09
2011-81,06,14,19,23,25,32,12
2011-82,07,16,17,20,25,26,04
2011-83,07,16,18,24,28,29,06
2011-84,09,10,12,16,18,32,15
2011-85,03,06,11,21,24,31,10
2011-86,06,07,09,12,17,24,09
2011-87,02,03,04,05,18,28,01
2011-88,03,09,17,20,21,29,04
2011-89,01,02,11,24,29,30,12
2011-90,02,05,14,18,21,25,16
2011-91,09,15,21,23,28,30,03
2011-92,05,10,17,26,31,32,04
2011-93,04,07,11,13,23,30,09
2011-94,09,11,12,17,18,19,05
2011-95,03,07,08,10,23,24,05
2011-96,01,04,07,13,14,19,15
2011-97,09,17,19,20,21,26,16
2011-98,03,07,20,21,22,32,05
2011-99,10,12,13,21,26,27,14
2011-100,07,11,21,23,31,32,05
2011-101,06,10,19,23,29,31,06
2011-102,01,05,13,21,27,31,11
2011-103,04,05,10,13,15,16,12
2011-104,09,10,16,20,25,29,09
2011-105,04,06,23,25,27,28,01
2011-106,02,11,12,14,24,32,14
2011-107,04,09,16,17,22,29,15
2011-108,02,17,22,26,29,33,10
2011-109,01,03,09,15,16,33,15
2011-110,12,14,21,26,28,33,12
2011-111,01,03,05,20,25,27,04
2011-112,03,05,16,18,23,24,15
2011-113,06,10,11,25,32,33,05
2011-114,01,14,15,16,30,32,09
2011-115,07,08,09,12,17,33,16
2011-116,01,07,11,12,17,27,05
2011-117,08,10,19,26,28,30,04
2011-118,05,06,11,14,20,21,10
2011-119,09,12,14,19,28,32,01
2011-120,04,14,17,28,30,33,07
2011-121,04,14,22,25,32,33,02
2011-122,10,12,18,26,27,31,03
2011-123,01,04,05,14,19,28,16
2011-124,09,18,19,26,31,32,16
2011-125,03,10,15,24,27,32,08
2011-126,03,07,13,18,23,26,16
2011-127,16,19,22,23,27,29,11
2011-128,09,11,14,17,19,23,12
2011-129,07,10,11,21,23,26,06
2011-130,07,14,18,23,25,32,15
2011-131,02,07,09,17,21,25,01
2011-132,02,05,12,13,25,33,07
2011-133,12,14,20,21,25,31,16
2011-134,01,02,06,07,30,31,10
2011-135,12,13,17,20,25,26,12
2011-136,02,04,06,20,22,31,07
2011-137,02,11,18,23,30,33,13
2011-138,01,05,15,24,28,32,07
2011-139,08,20,24,27,30,31,03
2011-140,04,18,20,22,27,29,06
2011-141,02,04,06,19,24,29,11
2011-142,12,15,16,26,29,31,02
2011-143,07,08,12,14,15,30,16
2011-144,01,02,09,10,16,24,03
2011-145,02,04,14,15,26,30,04
2011-146,11,23,26,28,32,33,10
2011-147,04,08,12,17,18,30,10
2011-148,05,14,22,23,25,26,14
2011-149,04,05,06,07,23,31,16
2011-150,08,10,12,15,22,27,13
2011-151,07,11,16,19,31,33,10
2011-152,04,10,11,12,21,26,13
2011-153,05,08,09,10,20,25,13
2012-1,01,04,05,09,15,17,06
2012-2,02,03,07,09,10,32,13
2012-3,03,06,08,24,29,31,09
2012-4,01,05,10,11,21,23,16
2012-5,07,09,18,27,31,33,06
2012-6,02,22,25,29,32,33,08
2012-7,10,17,19,27,28,32,4
2012-8,1,12,20,23,24,29,8
2012-9,4,16,24,26,27,33,11
2012-10,1,3,13,19,25,26,10
2012-11,4,14,15,16,20,26,5
2012-12,15,17,18,20,23,27,1
2012-13,6,8,24,29,30,32,13
2012-14,1,2,5,16,28,30,12
2012-15,1,3,6,10,21,23,15
2012-16,2,5,12,17,22,25,8
2012-17,6,9,14,19,25,28,10
2012-18,3,5,6,22,26,32,15
2012-19,7,14,18,20,22,30,16
2012-20,3,8,12,18,23,29,11
2012-21,1,15,16,18,22,30,3
2012-22,4,8,12,24,26,27,4
2012-23,5,9,15,23,24,33,2
2012-24,4,12,19,21,25,28,13
2012-25,3,8,9,17,25,27,6
2012-26,3,7,9,15,24,25,16
2012-27,4,16,22,25,30,31,12
2012-28,10,15,20,21,28,30,11
2012-29,4,7,15,25,26,28,3
2012-30,9,10,17,18,21,31,8
2012-31,4,16,22,24,27,31,3
2012-32,1,2,10,17,22,24,4
2012-33,2,3,15,16,17,27,4
2012-34,2,3,8,23,32,33,16
2012-35,9,11,12,21,24,26,5
2012-36,2,11,13,18,19,26,9
2012-37,5,14,19,24,28,33,9
2012-38,9,10,11,15,19,33,16
2012-39,1,2,5,13,22,29,8
2012-40,3,8,9,22,25,31,10
2012-41,8,11,15,20,24,32,2
2012-42,5,6,11,19,24,28,16
2012-43,2,9,11,21,26,33,3
2012-44,6,9,10,14,22,25,3
2012-45,8,11,20,21,27,30,9
2012-46,4,12,19,20,23,33,6
2012-47,6,7,11,16,32,33,11
2012-48,1,5,14,22,24,30,10
2012-49,4,12,13,19,20,32,2
2012-50,7,13,15,17,19,24,11
2012-51,2,12,14,17,30,31,9
2012-52,2,3,5,6,20,24,4
2012-53,4,15,22,25,27,33,4
2012-54,6,14,18,20,30,33,14
2012-55,4,6,13,20,24,28,1
2012-56,4,7,14,17,26,31,10
2012-57,3,5,19,21,27,31,4
2012-58,3,6,15,20,25,26,4
2012-59,4,13,21,22,26,31,1
2012-60,7,10,13,16,17,29,1
2012-61,3,8,11,12,14,18,14
2012-62,2,13,16,17,20,31,7
2012-63,2,10,17,19,24,27,12
2012-64,5,10,11,16,23,24,11
2012-65,8,10,18,19,27,31,14
2012-66,1,2,9,26,29,33,12
2012-67,4,5,10,21,26,30,16
2012-68,5,17,22,26,32,33,10
2012-69,8,10,11,18,20,29,6
2012-70,2,3,4,24,31,32,11
2012-71,3,4,19,21,22,23,8
2012-72,2,3,7,9,13,30,6
2012-73,4,7,9,10,17,27,5
2012-74,15,16,18,19,28,32,8
2012-75,4,6,22,23,29,32,11
2012-76,11,18,22,27,29,30,15
2012-77,2,4,13,18,26,28,12
2012-78,8,15,22,24,28,33,12
2012-79,6,7,12,24,30,33,12
2012-80,4,9,14,15,16,27,3